MeasureItem,Month,Year,Category,Area,MeasureItemID,CreationDate,Representativity,ProvidedValue,ProvidedValueCode
Monthly Domestic Values,1,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,4.4202,
Monthly Domestic Values,2,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,3.0467,
Monthly Domestic Values,3,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,4.6665,
Monthly Domestic Values,4,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,3.6578,
Monthly Domestic Values,5,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,1.0483,
Monthly Domestic Values,6,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,1.7587,
Monthly Domestic Values,7,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,1.5578,
Monthly Domestic Values,8,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,1.9341,
Monthly Domestic Values,9,2024,Fossil Gas,EE,B04,2024-12-06 14:45:58,100,1.463,
Monthly Domestic Values,1,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,315.0073,
Monthly Domestic Values,2,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,185.0514,
Monthly Domestic Values,3,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,161.1797,
Monthly Domestic Values,4,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,98.677,
Monthly Domestic Values,5,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,123.598,
Monthly Domestic Values,6,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,121.9659,
Monthly Domestic Values,7,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,110.4547,
Monthly Domestic Values,8,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,66.4821,
Monthly Domestic Values,9,2024,Fossil Oil shale,EE,B07,2024-12-06 14:45:58,100,126.917,
Monthly Domestic Values,1,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Fossil Peat,EE,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.457,
Monthly Domestic Values,2,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.5977,
Monthly Domestic Values,3,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.8585,
Monthly Domestic Values,4,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.8628,
Monthly Domestic Values,5,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.456,
Monthly Domestic Values,6,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.1133,
Monthly Domestic Values,7,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.0294,
Monthly Domestic Values,8,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.3462,
Monthly Domestic Values,9,2024,Hydro Run-of-river and poundage,EE,B11,2024-12-06 14:45:58,100,0.2994,
Monthly Domestic Values,1,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Other,EE,B20,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.4464,
Monthly Domestic Values,2,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.417,
Monthly Domestic Values,3,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.4464,
Monthly Domestic Values,4,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.432,
Monthly Domestic Values,5,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.4464,
Monthly Domestic Values,6,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0.0618,
Monthly Domestic Values,7,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Other renewable,EE,B15,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Solar,EE,B16,2024-12-06 14:45:58,100,4.4329,
Monthly Domestic Values,2,2024,Solar,EE,B16,2024-12-06 14:45:58,100,19.1924,
Monthly Domestic Values,3,2024,Solar,EE,B16,2024-12-06 14:45:58,100,64.0072,
Monthly Domestic Values,4,2024,Solar,EE,B16,2024-12-06 14:45:58,100,82.3862,
Monthly Domestic Values,5,2024,Solar,EE,B16,2024-12-06 14:45:58,100,183.1541,
Monthly Domestic Values,6,2024,Solar,EE,B16,2024-12-06 14:45:58,100,162.68744,
Monthly Domestic Values,7,2024,Solar,EE,B16,2024-12-06 14:45:58,100,139.5696,
Monthly Domestic Values,8,2024,Solar,EE,B16,2024-12-06 14:45:58,100,137.5152,
Monthly Domestic Values,9,2024,Solar,EE,B16,2024-12-06 14:45:58,100,120.9152,
Monthly Domestic Values,1,2024,Waste,EE,B17,2024-12-06 14:45:58,100,8.8226,
Monthly Domestic Values,2,2024,Waste,EE,B17,2024-12-06 14:45:58,100,10.6393,
Monthly Domestic Values,3,2024,Waste,EE,B17,2024-12-06 14:45:58,100,10.827,
Monthly Domestic Values,4,2024,Waste,EE,B17,2024-12-06 14:45:58,100,9.6257,
Monthly Domestic Values,5,2024,Waste,EE,B17,2024-12-06 14:45:58,100,12.0383,
Monthly Domestic Values,6,2024,Waste,EE,B17,2024-12-06 14:45:58,100,9.8114,
Monthly Domestic Values,7,2024,Waste,EE,B17,2024-12-06 14:45:58,100,2.3603,
Monthly Domestic Values,8,2024,Waste,EE,B17,2024-12-06 14:45:58,100,7.6458,
Monthly Domestic Values,9,2024,Waste,EE,B17,2024-12-06 14:45:58,100,12.0173,
Monthly Domestic Values,1,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,122.3453,
Monthly Domestic Values,2,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,91.5594,
Monthly Domestic Values,3,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,75.9052,
Monthly Domestic Values,4,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,85.7092,
Monthly Domestic Values,5,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,48.8482,
Monthly Domestic Values,6,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,46.7878,
Monthly Domestic Values,7,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,53.051,
Monthly Domestic Values,8,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,56.3723,
Monthly Domestic Values,9,2024,Wind Onshore,EE,B19,2024-12-06 14:45:58,100,71.8571,
Monthly Domestic Values,1,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,259.603,
Monthly Domestic Values,2,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,225.764,
Monthly Domestic Values,3,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,285.372,
Monthly Domestic Values,4,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,287.704,
Monthly Domestic Values,5,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,292.4,
Monthly Domestic Values,6,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,311.072,
Monthly Domestic Values,7,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,339.54,
Monthly Domestic Values,8,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,301.55,
Monthly Domestic Values,9,2024,Biomass,ES,B01,2024-12-06 14:45:58,100,267.843,
Monthly Domestic Values,1,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,735.603,
Monthly Domestic Values,2,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,864.055,
Monthly Domestic Values,3,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,1086.808,
Monthly Domestic Values,4,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,740.152,
Monthly Domestic Values,5,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,997.054,
Monthly Domestic Values,6,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,819.619,
Monthly Domestic Values,7,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,676.152,
Monthly Domestic Values,8,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,693.092,
Monthly Domestic Values,9,2024,Consumption of Hydro Pumped Storage,ES,(B10),2024-12-06 14:53:24,100,725.552,
Monthly Domestic Values,1,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Fossil Brown coal/Lignite,ES,B02,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Fossil Coal-derived gas,ES,B03,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,4127.753,
Monthly Domestic Values,2,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,2723.687,
Monthly Domestic Values,3,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,2604.221,
Monthly Domestic Values,4,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,2296.75,
Monthly Domestic Values,5,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,2592.607,
Monthly Domestic Values,6,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,2802.283,
Monthly Domestic Values,7,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,3942.571,
Monthly Domestic Values,8,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,4116.722,
Monthly Domestic Values,9,2024,Fossil Gas,ES,B04,2024-12-06 14:45:58,100,3423.58,
Monthly Domestic Values,1,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,274.621,
Monthly Domestic Values,2,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,212.179,
Monthly Domestic Values,3,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,215.634,
Monthly Domestic Values,4,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,220.941,
Monthly Domestic Values,5,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,215.319,
Monthly Domestic Values,6,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,191.759,
Monthly Domestic Values,7,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,210.971,
Monthly Domestic Values,8,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,225.067,
Monthly Domestic Values,9,2024,Fossil Hard coal,ES,B05,2024-12-06 14:45:58,100,301.976,
Monthly Domestic Values,1,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,45.61,
Monthly Domestic Values,2,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,30.993,
Monthly Domestic Values,3,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,26.991,
Monthly Domestic Values,4,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,27.116,
Monthly Domestic Values,5,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,32.688,
Monthly Domestic Values,6,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,33.044,
Monthly Domestic Values,7,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,24.619,
Monthly Domestic Values,8,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,17.132,
Monthly Domestic Values,9,2024,Fossil Oil,ES,B06,2024-12-06 14:45:58,100,16.388,
Monthly Domestic Values,1,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Fossil Oil shale,ES,B07,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Fossil Peat,ES,B08,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Geothermal,ES,B09,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,732.452,
Monthly Domestic Values,2,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,683.881,
Monthly Domestic Values,3,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,778.008,
Monthly Domestic Values,4,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,767.446,
Monthly Domestic Values,5,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,746.992,
Monthly Domestic Values,6,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,727.536,
Monthly Domestic Values,7,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,752.971,
Monthly Domestic Values,8,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,664.764,
Monthly Domestic Values,9,2024,Hydro Pumped Storage,ES,B10,2024-12-06 14:45:58,100,556.391,
Monthly Domestic Values,1,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,833.084,
Monthly Domestic Values,2,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,706.342,
Monthly Domestic Values,3,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,1054.405,
Monthly Domestic Values,4,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,899.433,
Monthly Domestic Values,5,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,952.546,
Monthly Domestic Values,6,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,727.663,
Monthly Domestic Values,7,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,552.328,
Monthly Domestic Values,8,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,435.867,
Monthly Domestic Values,9,2024,Hydro Run-of-river and poundage,ES,B11,2024-12-06 14:45:58,100,471.167,
Monthly Domestic Values,1,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,2808.05,
Monthly Domestic Values,2,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,2171.763,
Monthly Domestic Values,3,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,3442.964,
Monthly Domestic Values,4,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,2794.91,
Monthly Domestic Values,5,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,1839.399,
Monthly Domestic Values,6,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,1438.982,
Monthly Domestic Values,7,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,1283.246,
Monthly Domestic Values,8,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,1121.762,
Monthly Domestic Values,9,2024,Hydro Water Reservoir,ES,B12,2024-12-06 14:45:58,100,1049.097,
Monthly Domestic Values,1,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Marine,ES,B13,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,5154.431,
Monthly Domestic Values,2,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,4499.502,
Monthly Domestic Values,3,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,3512.412,
Monthly Domestic Values,4,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,3525.136,
Monthly Domestic Values,5,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,3541.627,
Monthly Domestic Values,6,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,4367.837,
Monthly Domestic Values,7,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,5077.241,
Monthly Domestic Values,8,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,5124.846,
Monthly Domestic Values,9,2024,Nuclear,ES,B14,2024-12-06 14:45:58,100,5015.136,
Monthly Domestic Values,1,2024,Other,ES,B20,2024-12-06 14:45:58,100,6.684,
Monthly Domestic Values,2,2024,Other,ES,B20,2024-12-06 14:45:58,100,5.814,
Monthly Domestic Values,3,2024,Other,ES,B20,2024-12-06 14:45:58,100,7.683,
Monthly Domestic Values,4,2024,Other,ES,B20,2024-12-06 14:45:58,100,6.039,
Monthly Domestic Values,5,2024,Other,ES,B20,2024-12-06 14:45:58,100,4.529,
Monthly Domestic Values,6,2024,Other,ES,B20,2024-12-06 14:45:58,100,5.18,
Monthly Domestic Values,7,2024,Other,ES,B20,2024-12-06 14:45:58,100,22.963,
Monthly Domestic Values,8,2024,Other,ES,B20,2024-12-06 14:45:58,100,37.956,
Monthly Domestic Values,9,2024,Other,ES,B20,2024-12-06 14:45:58,100,30.237,
Monthly Domestic Values,1,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,60.868,
Monthly Domestic Values,2,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,58.422,
Monthly Domestic Values,3,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,58.463,
Monthly Domestic Values,4,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,53.695,
Monthly Domestic Values,5,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,56.331,
Monthly Domestic Values,6,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,51.815,
Monthly Domestic Values,7,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,53.612,
Monthly Domestic Values,8,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,50.334,
Monthly Domestic Values,9,2024,Other renewable,ES,B15,2024-12-06 14:45:58,100,49.691,
Monthly Domestic Values,1,2024,Solar,ES,B16,2024-12-06 14:45:58,100,1929.815,
Monthly Domestic Values,2,2024,Solar,ES,B16,2024-12-06 14:45:58,100,2617.481,
Monthly Domestic Values,3,2024,Solar,ES,B16,2024-12-06 14:45:58,100,3083.236,
Monthly Domestic Values,4,2024,Solar,ES,B16,2024-12-06 14:45:58,100,4285.066,
Monthly Domestic Values,5,2024,Solar,ES,B16,2024-12-06 14:45:58,100,5622.206,
Monthly Domestic Values,6,2024,Solar,ES,B16,2024-12-06 14:45:58,100,5147.536,
Monthly Domestic Values,7,2024,Solar,ES,B16,2024-12-06 14:45:58,100,6422.244,
Monthly Domestic Values,8,2024,Solar,ES,B16,2024-12-06 14:45:58,100,5945.671,
Monthly Domestic Values,9,2024,Solar,ES,B16,2024-12-06 14:45:58,100,4569.22,
Monthly Domestic Values,1,2024,Waste,ES,B17,2024-12-06 14:45:58,100,171.36,
Monthly Domestic Values,2,2024,Waste,ES,B17,2024-12-06 14:45:58,100,159.65,
Monthly Domestic Values,3,2024,Waste,ES,B17,2024-12-06 14:45:58,100,142.048,
Monthly Domestic Values,4,2024,Waste,ES,B17,2024-12-06 14:45:58,100,111.171,
Monthly Domestic Values,5,2024,Waste,ES,B17,2024-12-06 14:45:58,100,162.48,
Monthly Domestic Values,6,2024,Waste,ES,B17,2024-12-06 14:45:58,100,179.929,
Monthly Domestic Values,7,2024,Waste,ES,B17,2024-12-06 14:45:58,100,193.889,
Monthly Domestic Values,8,2024,Waste,ES,B17,2024-12-06 14:45:58,100,176.822,
Monthly Domestic Values,9,2024,Waste,ES,B17,2024-12-06 14:45:58,100,130.664,
Monthly Domestic Values,1,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,2,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,3,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,4,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,5,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,6,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,7,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,8,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,9,2024,Wind Offshore,ES,B18,2024-12-06 14:45:58,100,0,
Monthly Domestic Values,1,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,5650.209,
Monthly Domestic Values,2,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,6723.588,
Monthly Domestic Values,3,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,5897.208,
Monthly Domestic Values,4,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,4512.932,
Monthly Domestic Values,5,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,4125.06,
Monthly Domestic Values,6,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,4285.421,
Monthly Domestic Values,7,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,4068.891,
Monthly Domestic Values,8,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,3725.157,
Monthly Domestic Values,9,2024,Wind Onshore,ES,B19,2024-12-06 14:45:58,100,4468.041,
Monthly Domestic Values,1,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,560.81829,
Monthly Domestic Values,2,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,464.9976775,
Monthly Domestic Values,3,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,391.40464,
Monthly Domestic Values,4,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,321.6139475,
Monthly Domestic Values,5,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,386.73601,
Monthly Domestic Values,6,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,482.935885,
Monthly Domestic Values,7,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,561.2858325,
Monthly Domestic Values,8,2024,Biomass,FI,B01,2024-12-06 14:45:58,100,550.173495,
